"","g1","g2"
"538","ENSG00000116212.14","ENSG00000203985.10"
"539","ENSG00000203985.10","ENSG00000116209.11"
"540","ENSG00000116205.12","ENSG00000157211.11"
"541","ENSG00000157211.11","ENSG00000215883.10"
"542","ENSG00000215883.10","ENSG00000116221.15"
"543","ENSG00000157216.15","ENSG00000162390.17"
"544","ENSG00000162390.17","ENSG00000162391.11"
"545","ENSG00000162391.11","ENSG00000184313.19"
"546","ENSG00000184313.19","ENSG00000243725.6"
"547","ENSG00000243725.6","ENSG00000162396.5"
"548","ENSG00000162396.5","ENSG00000006555.10"
"549","ENSG00000162398.11","ENSG00000116133.11"
"550","ENSG00000116133.11","ENSG00000143001.4"
"551","ENSG00000143001.4","ENSG00000162399.6"
"552","ENSG00000162399.6","ENSG00000169174.10"
"553","ENSG00000169174.10","ENSG00000162402.13"
"554","ENSG00000162409.10","ENSG00000187889.12"
"555","ENSG00000187889.12","ENSG00000157131.10"
"556","ENSG00000157131.10","ENSG00000021852.12"
"557","ENSG00000162600.11","ENSG00000184292.6"
"558","ENSG00000184292.6","ENSG00000162601.9"
"559","ENSG00000162601.9","ENSG00000177606.6"
"560","ENSG00000134709.10","ENSG00000134716.9"
"561","ENSG00000134716.9","ENSG00000162598.13"
"562","ENSG00000162604.12","ENSG00000132849.19"
"563","ENSG00000240563.1","ENSG00000132854.18"
"564","ENSG00000132854.18","ENSG00000162607.12"
"565","ENSG00000116641.17","ENSG00000132855.4"
"566","ENSG00000132855.4","ENSG00000125703.14"
"567","ENSG00000187140.5","ENSG00000088035.15"
"568","ENSG00000088035.15","ENSG00000142856.16"
"569","ENSG00000203965.12","ENSG00000079739.15"
"570","ENSG00000079739.15","ENSG00000185483.11"
"571","ENSG00000162434.11","ENSG00000162433.14"
"572","ENSG00000162433.14","ENSG00000116675.15"
"573","ENSG00000116675.15","ENSG00000213625.8"
"574","ENSG00000213625.8","ENSG00000116678.19"
"575","ENSG00000152760.9","ENSG00000172410.4"
"576","ENSG00000172410.4","ENSG00000152763.16"
"577","ENSG00000198160.14","ENSG00000116704.7"
"578","ENSG00000116704.7","ENSG00000203963.11"
"579","ENSG00000203963.11","ENSG00000162594.15"
"580","ENSG00000162594.15","ENSG00000081985.10"
"581","ENSG00000081985.10","ENSG00000142864.14"
"582","ENSG00000116717.11","ENSG00000172380.5"
"583","ENSG00000162595.5","ENSG00000116729.13"
"584","ENSG00000116745.6","ENSG00000024526.16"
"585","ENSG00000116754.13","ENSG00000118454.12"
"586","ENSG00000197568.13","ENSG00000116761.11"
"587","ENSG00000050628.20","ENSG00000132485.13"
"588","ENSG00000254685.6","ENSG00000116783.14"
"589","ENSG00000162621.6","ENSG00000178965.13"
"590","ENSG00000178965.13","ENSG00000116791.13"
"591","ENSG00000137968.16","ENSG00000117054.13"
"592","ENSG00000117054.13","ENSG00000137955.15"
"593","ENSG00000137955.15","ENSG00000057468.6"
"594","ENSG00000057468.6","ENSG00000154007.6"
"595","ENSG00000154007.6","ENSG00000184005.10"
"596","ENSG00000142892.14","ENSG00000154027.18"
"597","ENSG00000036549.12","ENSG00000077254.14"
"598","ENSG00000077254.14","ENSG00000180488.14"
"599","ENSG00000180488.14","ENSG00000162614.18"
"600","ENSG00000162614.18","ENSG00000162613.16"
"601","ENSG00000162616.8","ENSG00000137960.5"
"602","ENSG00000137959.15","ENSG00000137965.10"
"603","ENSG00000137941.16","ENSG00000142875.19"
"604","ENSG00000203943.8","ENSG00000137976.7"
"605","ENSG00000137976.7","ENSG00000117133.10"
"606","ENSG00000117133.10","ENSG00000174021.10"
"607","ENSG00000122432.17","ENSG00000117151.12"
"608","ENSG00000117151.12","ENSG00000117155.16"
"609","ENSG00000171517.5","ENSG00000153898.12"
"610","ENSG00000162643.12","ENSG00000055732.12"
"611","ENSG00000055732.12","ENSG00000097096.8"
"612","ENSG00000097096.8","ENSG00000162642.13"
"613","ENSG00000162642.13","ENSG00000142867.12"
"614","ENSG00000142871.16","ENSG00000117174.10"
"615","ENSG00000122417.15","ENSG00000137975.7"
"616","ENSG00000137975.7","ENSG00000016490.15"
"617","ENSG00000016490.15","ENSG00000016602.9"
"618","ENSG00000016602.9","ENSG00000097033.14"
"619","ENSG00000137947.11","ENSG00000137944.17"
"620","ENSG00000213516.9","ENSG00000117226.11"
"621","ENSG00000117226.11","ENSG00000117228.9"
"622","ENSG00000117228.9","ENSG00000162645.12"
"623","ENSG00000162645.12","ENSG00000213512.1"
"624","ENSG00000213512.1","ENSG00000162654.8"
"625","ENSG00000162654.8","ENSG00000154451.14"
"626","ENSG00000154451.14","ENSG00000183347.14"
"627","ENSG00000183347.14","ENSG00000197147.13"
"628","ENSG00000197147.13","ENSG00000171488.14"
"629","ENSG00000171488.14","ENSG00000171492.14"
"630","ENSG00000171492.14","ENSG00000162664.16"
"631","ENSG00000162669.15","ENSG00000097046.12"
"632","ENSG00000069702.10","ENSG00000137948.18"
"633","ENSG00000137948.18","ENSG00000172031.6"
"634","ENSG00000172031.6","ENSG00000230667.5"
"635","ENSG00000284413.1","ENSG00000069712.12"
"636","ENSG00000069712.12","ENSG00000203910.8"
"637","ENSG00000203910.8","ENSG00000174842.16"
"638","ENSG00000122484.8","ENSG00000162676.11"
"639","ENSG00000067208.14","ENSG00000122406.12"
"640","ENSG00000122406.12","ENSG00000154511.11"
"641","ENSG00000154511.11","ENSG00000143033.17"
"642","ENSG00000143033.17","ENSG00000117500.12"
"643","ENSG00000117500.12","ENSG00000122483.17"
"644","ENSG00000122483.17","ENSG00000117505.12"
"645","ENSG00000117505.12","ENSG00000137942.16"
"646","ENSG00000137936.16","ENSG00000067334.13"
"647","ENSG00000067334.13","ENSG00000023909.9"
"648","ENSG00000198691.11","ENSG00000137962.12"
"649","ENSG00000137962.12","ENSG00000117528.11"
"650","ENSG00000117528.11","ENSG00000117525.13"
"651","ENSG00000143036.16","ENSG00000117519.15"
"652","ENSG00000117519.15","ENSG00000172339.9"
"653","ENSG00000172339.9","ENSG00000152078.9"
"654","ENSG00000152078.9","ENSG00000122481.16"
"655","ENSG00000099260.10","ENSG00000156869.12"
"656","ENSG00000156869.12","ENSG00000162688.16"
"657","ENSG00000162688.16","ENSG00000117620.14"
"658","ENSG00000117620.14","ENSG00000156875.13"
"659","ENSG00000156875.13","ENSG00000156876.9"
"660","ENSG00000122435.9","ENSG00000122477.12"
"661","ENSG00000122477.12","ENSG00000137992.14"
"662","ENSG00000137992.14","ENSG00000137996.12"
"663","ENSG00000137996.12","ENSG00000079335.18"
"664","ENSG00000079335.18","ENSG00000181656.6"
"665","ENSG00000181656.6","ENSG00000162692.10"
"666","ENSG00000162692.10","ENSG00000162694.13"
"667","ENSG00000162695.11","ENSG00000117543.20"
"668","ENSG00000185946.15","ENSG00000240038.6"
"669","ENSG00000240038.6","ENSG00000243480.7"
"670","ENSG00000243480.7","ENSG00000237763.9"
"671","ENSG00000237763.9","ENSG00000174876.16"
"672","ENSG00000174876.16","ENSG00000187733.6"
"673","ENSG00000198890.7","ENSG00000162631.18"
"674","ENSG00000085491.15","ENSG00000196427.13"
"675","ENSG00000186086.18","ENSG00000162636.15"
"676","ENSG00000162636.15","ENSG00000162639.15"
"677","ENSG00000162639.15","ENSG00000134186.11"
"678","ENSG00000134186.11","ENSG00000143107.8"
"679","ENSG00000143107.8","ENSG00000116266.10"
"680","ENSG00000116266.10","ENSG00000162641.18"
"681","ENSG00000162641.18","ENSG00000121957.12"
"682","ENSG00000121957.12","ENSG00000121940.15"
"683","ENSG00000121940.15","ENSG00000085433.15"
"684","ENSG00000085433.15","ENSG00000197780.9"
"685","ENSG00000197780.9","ENSG00000215717.5"
"686","ENSG00000215717.5","ENSG00000179902.12"
"687","ENSG00000116299.16","ENSG00000031698.12"
"688","ENSG00000031698.12","ENSG00000143126.7"
"689","ENSG00000143126.7","ENSG00000134222.16"
"690","ENSG00000134222.16","ENSG00000221986.6"
"691","ENSG00000221986.6","ENSG00000134243.11"
"692","ENSG00000134243.11","ENSG00000143106.12"
"693","ENSG00000143106.12","ENSG00000143028.8"
"694","ENSG00000143028.8","ENSG00000162650.16"
"695","ENSG00000162650.16","ENSG00000174151.14"
"696","ENSG00000174151.14","ENSG00000181754.6"
"697","ENSG00000181754.6","ENSG00000156097.12"
"698","ENSG00000065135.10","ENSG00000116337.15"
"699","ENSG00000116337.15","ENSG00000168765.16"
"700","ENSG00000168765.16","ENSG00000213366.12"
"701","ENSG00000213366.12","ENSG00000134184.12"
"702","ENSG00000134184.12","ENSG00000134201.10"
"703","ENSG00000134201.10","ENSG00000134202.10"
"704","ENSG00000134202.10","ENSG00000198758.10"
"705","ENSG00000198758.10","ENSG00000184371.13"
"706","ENSG00000184371.13","ENSG00000168710.17"
"707","ENSG00000168710.17","ENSG00000143093.14"
"708","ENSG00000143093.14","ENSG00000156150.6"
"709","ENSG00000156150.6","ENSG00000186150.4"
"710","ENSG00000186150.4","ENSG00000197106.6"
"711","ENSG00000197106.6","ENSG00000116396.14"
"712","ENSG00000116396.14","ENSG00000162775.14"
"713","ENSG00000162775.14","ENSG00000168679.17"
"714","ENSG00000168679.17","ENSG00000134248.13"
"715","ENSG00000134248.13","ENSG00000143125.5"
"716","ENSG00000143125.5","ENSG00000143105.7"
"717","ENSG00000143105.7","ENSG00000177301.14"
"718","ENSG00000177301.14","ENSG00000177272.8"
"719","ENSG00000177272.8","ENSG00000143119.12"
"720","ENSG00000143119.12","ENSG00000121931.15"
"721","ENSG00000121931.15","ENSG00000156171.14"
"722","ENSG00000134255.13","ENSG00000162777.16"
"723","ENSG00000064886.13","ENSG00000134216.18"
"724","ENSG00000134216.18","ENSG00000173947.13"
"725","ENSG00000173947.13","ENSG00000085465.12"
"726","ENSG00000085465.12","ENSG00000116455.13"
"727","ENSG00000116459.10","ENSG00000143110.11"
"728","ENSG00000143110.11","ENSG00000121933.18"
"729","ENSG00000121933.18","ENSG00000282608.1"
"730","ENSG00000282608.1","ENSG00000116473.14"
"731","ENSG00000143079.14","ENSG00000134245.17"
"732","ENSG00000134245.17","ENSG00000007341.18"
"733","ENSG00000116489.12","ENSG00000155363.18"
"734","ENSG00000155363.18","ENSG00000155366.16"
"735","ENSG00000155380.11","ENSG00000198799.11"
"736","ENSG00000116793.15","ENSG00000081019.13"
"737","ENSG00000081019.13","ENSG00000134242.15"
"738","ENSG00000134242.15","ENSG00000188761.11"
"739","ENSG00000188761.11","ENSG00000134262.12"
"740","ENSG00000118655.4","ENSG00000163349.21"
"741","ENSG00000163349.21","ENSG00000116774.11"
"742","ENSG00000116774.11","ENSG00000134207.14"
"743","ENSG00000197323.11","ENSG00000116752.5"
"744","ENSG00000116752.5","ENSG00000175984.14"
"745","ENSG00000175984.14","ENSG00000116748.21"
"746","ENSG00000116748.21","ENSG00000213281.4"
"747","ENSG00000213281.4","ENSG00000009307.15"
"748","ENSG00000009307.15","ENSG00000052723.11"
"749","ENSG00000052723.11","ENSG00000198765.11"
"750","ENSG00000198765.11","ENSG00000134200.3"
"751","ENSG00000134200.3","ENSG00000134198.9"
"752","ENSG00000173218.14","ENSG00000118729.11"
"753","ENSG00000118729.11","ENSG00000177551.5"
"754","ENSG00000177551.5","ENSG00000163393.12"
"755","ENSG00000163393.12","ENSG00000173212.4"
"756","ENSG00000163399.15","ENSG00000116815.15"
"757","ENSG00000116815.15","ENSG00000143061.17"
"758","ENSG00000143061.17","ENSG00000116824.4"
"759","ENSG00000116824.4","ENSG00000134247.9"
"760","ENSG00000134247.9","ENSG00000134256.12"
"761","ENSG00000134256.12","ENSG00000116830.11"
"762","ENSG00000116830.11","ENSG00000134253.9"
"763","ENSG00000134253.9","ENSG00000134258.16"
"764","ENSG00000134258.16","ENSG00000198162.12"
"765","ENSG00000092607.13","ENSG00000116874.11"
"766","ENSG00000116882.14","ENSG00000203859.9"
"767","ENSG00000203859.9","ENSG00000203857.9"
"768","ENSG00000203857.9","ENSG00000143067.4"
"769","ENSG00000143067.4","ENSG00000092621.11"
"770","ENSG00000092621.11","ENSG00000134240.11"
"771","ENSG00000134240.11","ENSG00000134193.14"
"772","ENSG00000134193.14","ENSG00000134249.6"
"773","ENSG00000134249.6","ENSG00000134250.19"
"774","ENSG00000134250.19","ENSG00000265808.3"
"775","ENSG00000273136.6","ENSG00000263353.3"
"776","ENSG00000263353.3","ENSG00000198019.12"
"777","ENSG00000198019.12","ENSG00000188610.12"
"778","ENSG00000203818.7","ENSG00000263513.5"
"779","ENSG00000271567.1","ENSG00000266338.6"
"780","ENSG00000266338.6","ENSG00000279782.1"
"781","ENSG00000215784.5","ENSG00000256374.2"
"782","ENSG00000256374.2","ENSG00000162825.16"
"783","ENSG00000117262.18","ENSG00000174827.13"
"784","ENSG00000174827.13","ENSG00000117281.15"
"785","ENSG00000117281.15","ENSG00000265491.4"
"786","ENSG00000186141.8","ENSG00000186364.11"
"787","ENSG00000186364.11","ENSG00000131788.15"
"788","ENSG00000131788.15","ENSG00000198483.12"
"789","ENSG00000198483.12","ENSG00000143127.12"
"790","ENSG00000265241.6","ENSG00000271601.3"
"791","ENSG00000121851.12","ENSG00000265972.5"
"792","ENSG00000265972.5","ENSG00000168509.19"
"793","ENSG00000168509.19","ENSG00000271425.7"
"794","ENSG00000271425.7","ENSG00000264343.5"
"795","ENSG00000264343.5","ENSG00000270339.3"
"796","ENSG00000131791.7","ENSG00000131781.12"
"797","ENSG00000116128.10","ENSG00000162836.11"
"798","ENSG00000162836.11","ENSG00000265107.2"
"799","ENSG00000265107.2","ENSG00000121634.5"
"800","ENSG00000121634.5","ENSG00000188092.14"
"801","ENSG00000236334.2","ENSG00000270629.5"
"802","ENSG00000270629.5","ENSG00000177144.7"
"803","ENSG00000177144.7","ENSG00000178104.19"
"804","ENSG00000271383.6","ENSG00000263464.2"
"805","ENSG00000263464.2","ENSG00000150337.13"
"806","ENSG00000150337.13","ENSG00000203814.6"
"807","ENSG00000183598.3","ENSG00000270882.2"
"808","ENSG00000270276.2","ENSG00000184678.10"
"809","ENSG00000178096.8","ENSG00000159164.9"
"810","ENSG00000159164.9","ENSG00000143368.9"
"811","ENSG00000014914.20","ENSG00000264522.5"
"812","ENSG00000264522.5","ENSG00000136631.12"
"813","ENSG00000136631.12","ENSG00000023902.13"
"814","ENSG00000023902.13","ENSG00000143401.14"
"815","ENSG00000143401.14","ENSG00000118298.10"
"816","ENSG00000118298.10","ENSG00000117362.12"
"817","ENSG00000118292.8","ENSG00000159208.15"
"818","ENSG00000159208.15","ENSG00000266472.5"
"819","ENSG00000266472.5","ENSG00000117360.12"
"820","ENSG00000117360.12","ENSG00000163125.15"
"821","ENSG00000163125.15","ENSG00000143374.16"
"822","ENSG00000143374.16","ENSG00000143369.14"
"823","ENSG00000143369.14","ENSG00000143382.14"
"824","ENSG00000143382.14","ENSG00000143384.12"
"825","ENSG00000143384.12","ENSG00000143420.18"
"826","ENSG00000143420.18","ENSG00000143457.10"
"827","ENSG00000143457.10","ENSG00000143452.15"
"828","ENSG00000143452.15","ENSG00000163131.10"
"829","ENSG00000163131.10","ENSG00000143387.12"
"830","ENSG00000143387.12","ENSG00000143437.20"
"831","ENSG00000143437.20","ENSG00000283324.1"
"832","ENSG00000283324.1","ENSG00000143379.12"
"833","ENSG00000143379.12","ENSG00000143418.19"
"834","ENSG00000143412.9","ENSG00000143409.15"
"835","ENSG00000143363.15","ENSG00000163141.18"
"836","ENSG00000163141.18","ENSG00000143443.9"
"837","ENSG00000143443.9","ENSG00000197622.12"
"838","ENSG00000197622.12","ENSG00000213190.3"
"839","ENSG00000213190.3","ENSG00000143458.11"
"840","ENSG00000143458.11","ENSG00000143434.15"
"841","ENSG00000163155.11","ENSG00000163157.14"
"842","ENSG00000163157.14","ENSG00000163159.12"
"843","ENSG00000143398.19","ENSG00000159352.15"
"844","ENSG00000159352.15","ENSG00000143373.17"
"845","ENSG00000143373.17","ENSG00000143393.16"
"846","ENSG00000143393.16","ENSG00000143390.17"
"847","ENSG00000143390.17","ENSG00000143416.20"
"848","ENSG00000143416.20","ENSG00000159377.10"
"849","ENSG00000159377.10","ENSG00000143442.21"
"850","ENSG00000143442.21","ENSG00000143375.14"
"851","ENSG00000143375.14","ENSG00000143367.15"
"852","ENSG00000143367.15","ENSG00000143376.12"
"853","ENSG00000143376.12","ENSG00000159409.14"
"854","ENSG00000178796.12","ENSG00000143436.10"
"855","ENSG00000143450.16","ENSG00000182134.15"
"856","ENSG00000182134.15","ENSG00000213171.2"
"857","ENSG00000213171.2","ENSG00000143365.17"
"858","ENSG00000225556.1","ENSG00000196407.11"
"859","ENSG00000196407.11","ENSG00000159445.12"
"860","ENSG00000159445.12","ENSG00000197747.8"
"861","ENSG00000197747.8","ENSG00000163191.5"
"862","ENSG00000163191.5","ENSG00000182898.3"
"863","ENSG00000182898.3","ENSG00000159450.12"
"864","ENSG00000159450.12","ENSG00000215853.3"
"865","ENSG00000215853.3","ENSG00000197915.5"
"866","ENSG00000197915.5","ENSG00000143631.10"
"867","ENSG00000143631.10","ENSG00000143520.6"
"868","ENSG00000143520.6","ENSG00000143536.7"
"869","ENSG00000143536.7","ENSG00000186207.4"
"870","ENSG00000169509.5","ENSG00000185966.3"
"871","ENSG00000185966.3","ENSG00000163202.4"
"872","ENSG00000163202.4","ENSG00000244057.4"
"873","ENSG00000244057.4","ENSG00000187238.5"
"874","ENSG00000185962.1","ENSG00000187223.3"
"875","ENSG00000187223.3","ENSG00000187180.3"
"876","ENSG00000187180.3","ENSG00000159455.8"
"877","ENSG00000159455.8","ENSG00000187173.3"
"878","ENSG00000187170.4","ENSG00000198854.5"
"879","ENSG00000198854.5","ENSG00000203786.6"
"880","ENSG00000203786.6","ENSG00000240386.3"
"881","ENSG00000186226.8","ENSG00000172155.9"
"882","ENSG00000196734.8","ENSG00000186844.5"
"883","ENSG00000186844.5","ENSG00000235942.2"
"884","ENSG00000235942.2","ENSG00000163206.5"
"885","ENSG00000163206.5","ENSG00000163207.6"
"886","ENSG00000163207.6","ENSG00000283227.1"
"887","ENSG00000283227.1","ENSG00000184148.3"
"888","ENSG00000184148.3","ENSG00000169474.4"
"889","ENSG00000169474.4","ENSG00000163209.14"
"890","ENSG00000163209.14","ENSG00000169469.8"
"891","ENSG00000169469.8","ENSG00000163216.6"
"892","ENSG00000163216.6","ENSG00000241794.1"
"893","ENSG00000241794.1","ENSG00000196805.7"
"894","ENSG00000196805.7","ENSG00000203785.8"
"895","ENSG00000244094.1","ENSG00000159516.8"
"896","ENSG00000159516.8","ENSG00000203784.2"
"897","ENSG00000203784.2","ENSG00000203783.4"
"898","ENSG00000203783.4","ENSG00000203782.5"
"899","ENSG00000203782.5","ENSG00000159527.3"
"900","ENSG00000159527.3","ENSG00000163218.14"
"901","ENSG00000163220.10","ENSG00000163221.8"
"902","ENSG00000163221.8","ENSG00000143546.9"
"903","ENSG00000143546.9","ENSG00000184330.11"
"904","ENSG00000184330.11","ENSG00000197364.6"
"905","ENSG00000197364.6","ENSG00000143556.8"
"906","ENSG00000143556.8","ENSG00000197956.9"
"907","ENSG00000188015.9","ENSG00000196754.10"
"908","ENSG00000196754.10","ENSG00000188643.10"
"909","ENSG00000189334.8","ENSG00000189171.14"
"910","ENSG00000160679.12","ENSG00000143553.10"
"911","ENSG00000143553.10","ENSG00000143621.16"
"912","ENSG00000169418.9","ENSG00000143624.13"
"913","ENSG00000143624.13","ENSG00000143554.13"
"914","ENSG00000143554.13","ENSG00000143614.9"
"915","ENSG00000143614.9","ENSG00000198837.9"
"916","ENSG00000198837.9","ENSG00000160741.16"
"917","ENSG00000177954.11","ENSG00000143552.9"
"918","ENSG00000143552.9","ENSG00000143549.19"
"919","ENSG00000143549.19","ENSG00000163263.6"
"920","ENSG00000163263.6","ENSG00000143612.19"
"921","ENSG00000143569.18","ENSG00000143575.14"
"922","ENSG00000143575.14","ENSG00000143595.12"
"923","ENSG00000143515.16","ENSG00000160712.12"
"924","ENSG00000160712.12","ENSG00000169291.9"
"925","ENSG00000163239.12","ENSG00000160714.9"
"926","ENSG00000160716.5","ENSG00000160710.15"
"927","ENSG00000143603.18","ENSG00000163344.5"
"928","ENSG00000163344.5","ENSG00000163346.16"
"929","ENSG00000163348.3","ENSG00000160691.18"
"930","ENSG00000160688.18","ENSG00000163352.5"
"931","ENSG00000160685.13","ENSG00000163354.14"
"932","ENSG00000163357.10","ENSG00000143537.13"
"933","ENSG00000143537.13","ENSG00000243364.7"
"934","ENSG00000243364.7","ENSG00000143590.13"
"935","ENSG00000143590.13","ENSG00000169242.11"
"936","ENSG00000179085.7","ENSG00000163463.11"
"937","ENSG00000163462.17","ENSG00000185499.16"
"938","ENSG00000185499.16","ENSG00000169231.13"
"939","ENSG00000173171.14","ENSG00000177628.15"
"940","ENSG00000177628.15","ENSG00000160767.20"
"941","ENSG00000116521.10","ENSG00000176444.18"
"942","ENSG00000143630.9","ENSG00000143627.17"
"943","ENSG00000160752.14","ENSG00000160753.15"
"944","ENSG00000116539.12","ENSG00000125459.14"
"945","ENSG00000125459.14","ENSG00000163374.19"
"946","ENSG00000132676.15","ENSG00000116580.18"
"947","ENSG00000132718.8","ENSG00000143622.10"
"948","ENSG00000143622.10","ENSG00000132680.10"
"949","ENSG00000173080.5","ENSG00000116584.17"
"950","ENSG00000116584.17","ENSG00000163479.13"
"951","ENSG00000163479.13","ENSG00000160803.7"
"952","ENSG00000132698.14","ENSG00000254726.2"
"953","ENSG00000160789.19","ENSG00000196189.12"
