2021-10-11 22:44:05.902532	https://www.encodeproject.org/report/?type=Experiment&status=released&assay_title=CRISPR+RNA-seq&assay_title=CRISPRi+RNA-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&files.file_type=bam&field=accession&field=assay_title&field=target.label&field=target.genes.symbol&field=biosample_summary&field=biosample_ontology.term_name&field=dbxrefs&field=description&field=lab.title&field=award.project&field=replicates.library.biosample.accession&field=replicates.biological_replicate_number&field=replicates.technical_replicate_number&field=replicates.library.biosample.organism.scientific_name&field=possible_controls&field=perturbed&limit=all
Accession	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Biosample accession	Biological replicate	Technical replicate	Organism	Controls	Perturbed
ENCSR385ZTW	CRISPRi RNA-seq	NFE2L1	NFE2L1	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens NFE2L1	K562	GEO:GSE127120	RNA-seq on K562 cells treated by CRISPR interference targeting NFE2L1.	Michael Snyder, Stanford	ENCODE	ENCBS124RUW,ENCBS506ANY,ENCBS142CAC,ENCBS095UXJ	1,2,3,4	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR160YSN	CRISPRi RNA-seq	HMGN3	HMGN3	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens HMGN3	K562	GEO:GSE127091	RNA-seq on K562 cells treated by CRISPR interference targeting HMGN3.	Michael Snyder, Stanford	ENCODE	ENCBS486LUF,ENCBS673RQY	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR889MBF	CRISPR RNA-seq	TRNAU1AP	TRNAU1AP	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens TRNAU1AP	K562	GEO:GSE178031	RNA-seq on K562 cells treated with a CRISPR gRNA against TRNAU1AP. (TRNAU1AP-BGKcLV06)	Brenton Graveley, UConn	ENCODE	ENCBS229BUY,ENCBS993YVS	2,1	1	Homo sapiens	/experiments/ENCSR341TTW/	True
ENCSR805TIZ	CRISPR RNA-seq			Homo sapiens HepG2 genetically modified (deletion) using CRISPR	HepG2	GEO:GSE177794	Control CRISPR gRNA against no target in HepG2 cells followed by RNA-seq. (NT-BGHcLV05-D)	Brenton Graveley, UConn	ENCODE	ENCBS332SEB,ENCBS901AHP	1,2	1	Homo sapiens		False
ENCSR276GMG	CRISPR RNA-seq	XRCC5	XRCC5	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens XRCC5	K562	GEO:GSE176960	RNA-seq on K562 cells treated with a CRISPR gRNA against XRCC5. (XRCC5-BGKcLV11)	Brenton Graveley, UConn	ENCODE	ENCBS567TJU,ENCBS288OPM	1,2	1	Homo sapiens	/experiments/ENCSR292PXV/	True
ENCSR452KAP	CRISPR RNA-seq	CIRBP	CIRBP	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens CIRBP	K562	GEO:GSE177301	RNA-seq on K562 cells treated with a CRISPR gRNA against CIRBP. (CIRBP-BGKcLV11)	Brenton Graveley, UConn	ENCODE	ENCBS720APO,ENCBS593KZI	2,1	1	Homo sapiens	/experiments/ENCSR292PXV/	True
ENCSR528YVC	CRISPR RNA-seq	SRSF5	SRSF5	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SRSF5	K562	GEO:GSE177188	RNA-seq on K562 cells treated with a CRISPR gRNA against SRSF5. (SRSF5-BGKcLV11)	Brenton Graveley, UConn	ENCODE	ENCBS778ZTA,ENCBS486UHL	1,2	1	Homo sapiens	/experiments/ENCSR292PXV/	True
ENCSR367BWL	CRISPR RNA-seq	APEX1	APEX1	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens APEX1	HepG2	GEO:GSE177291	RNA-seq on HepG2 cells treated with a CRISPR gRNA against APEX1. (APEX1-BGHcLV14)	Brenton Graveley, UConn	ENCODE	ENCBS208YNU,ENCBS708MXU	2,1	1	Homo sapiens	/experiments/ENCSR750CPT/	True
ENCSR048AUX	CRISPR RNA-seq	ZC3H11A	ZC3H11A	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens ZC3H11A	K562	GEO:GSE176788	RNA-seq on K562 cells treated with a CRISPR gRNA against ZC3H11A. (ZC3H11A-BGKcLV11)	Brenton Graveley, UConn	ENCODE	ENCBS107VIY,ENCBS228QAA	1,2	1	Homo sapiens	/experiments/ENCSR292PXV/	True
ENCSR977NJB	CRISPR RNA-seq	KPNB1	KPNB1	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens KPNB1	HepG2	GEO:GSE178002	RNA-seq on HepG2 cells treated with a CRISPR gRNA against KPNB1. (KPNB1-BGHcLV14)	Brenton Graveley, UConn	ENCODE	ENCBS503VAO,ENCBS796JCM	1,2	1	Homo sapiens	/experiments/ENCSR750CPT/	True
ENCSR197XHV	CRISPR RNA-seq	BAZ1A	BAZ1A	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens BAZ1A	HepG2	GEO:GSE176934	RNA-seq on HepG2 cells treated with a CRISPR gRNA against BAZ1A. (BAZ1A-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS257VCX,ENCBS128GTR	1,2	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR682DZY	CRISPR RNA-seq	SUZ12	SUZ12	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SUZ12	K562	GEO:GSE177760	RNA-seq on K562 cells treated with a CRISPR gRNA against SUZ12. (SUZ12-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS159DJP,ENCBS930MOC	1,2	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR871XPX	CRISPR RNA-seq	CTCF	CTCF	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens CTCF	HepG2	GEO:GSE178001	RNA-seq on HepG2 cells treated with a CRISPR gRNA against CTCF. (CTCF-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS061ERM,ENCBS180SBL	1,2	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR020EBN	CRISPR RNA-seq	DUS3L	DUS3L	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens DUS3L	HepG2	GEO:GSE176673	RNA-seq on HepG2 cells treated with a CRISPR gRNA against DUS3L. (DUS3L-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS902VWJ,ENCBS699NLD	2,1	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR840JRU	CRISPR RNA-seq	SNRPC	SNRPC	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SNRPC	K562	GEO:GSE177916	RNA-seq on K562 cells treated with a CRISPR gRNA against SNRPC. (SNRPC-BGKcLV23)	Brenton Graveley, UConn	ENCODE	ENCBS368CQY,ENCBS883NPJ	1,2	1	Homo sapiens	/experiments/ENCSR877JEM/	True
ENCSR715GSX	CRISPR RNA-seq	ELAC2	ELAC2	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens ELAC2	K562	GEO:GSE177519	RNA-seq on K562 cells treated with a CRISPR gRNA against ELAC2. (ELAC2-BGKcLV23)	Brenton Graveley, UConn	ENCODE	ENCBS813KFP,ENCBS669IHM	2,1	1	Homo sapiens	/experiments/ENCSR877JEM/	True
ENCSR390TOZ	CRISPR RNA-seq	DDX43	DDX43	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens DDX43	K562	GEO:GSE177441	RNA-seq on K562 cells treated with a CRISPR gRNA against DDX43. (DDX43-BGKcLV23)	Brenton Graveley, UConn	ENCODE	ENCBS486XNY,ENCBS752TGI	1,2	1	Homo sapiens	/experiments/ENCSR877JEM/	True
ENCSR307KLI	CRISPR RNA-seq	LSM7	LSM7	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens LSM7	K562	GEO:GSE177106	RNA-seq on K562 cells treated with a CRISPR gRNA against LSM7. (LSM7-BGKcLV21)	Brenton Graveley, UConn	ENCODE	ENCBS783NZF,ENCBS643NSH	1,2	1	Homo sapiens	/experiments/ENCSR854OFV/	True
ENCSR468LEL	CRISPR RNA-seq	RPL18	RPL18	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens RPL18	HepG2	GEO:GSE177346	RNA-seq on HepG2 cells treated with a CRISPR gRNA against RPL18. (RPL18-BGHcLV22)	Brenton Graveley, UConn	ENCODE	ENCBS706RQK,ENCBS404UWM	2,1	1	Homo sapiens	/experiments/ENCSR704VPL/	True
ENCSR607SRH	CRISPR RNA-seq	METTL1	METTL1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens METTL1	K562	GEO:GSE177532	RNA-seq on K562 cells treated with a CRISPR gRNA against METTL1. (METTL1-BGKcLV23)	Brenton Graveley, UConn	ENCODE	ENCBS677VYZ,ENCBS724UMH	2,1	1	Homo sapiens	/experiments/ENCSR877JEM/	True
ENCSR335KFN	CRISPR RNA-seq	METTL3	METTL3	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens METTL3	K562	GEO:GSE177179	RNA-seq on K562 cells treated with a CRISPR gRNA against METTL3. (METTL3-BGKcLV23)	Brenton Graveley, UConn	ENCODE	ENCBS082RXU,ENCBS960LGF	1,2	1	Homo sapiens	/experiments/ENCSR877JEM/	True
ENCSR994EWL	CRISPR RNA-seq	ADAT3	ADAT3	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens ADAT3	K562	GEO:GSE178059	RNA-seq on K562 cells treated with a CRISPR gRNA against ADAT3. (ADAT3-BGKcLV23)	Brenton Graveley, UConn	ENCODE	ENCBS796WSR,ENCBS546JGY	1,2	1	Homo sapiens	/experiments/ENCSR877JEM/	True
ENCSR278CLE	CRISPR RNA-seq	ALKBH1	ALKBH1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens ALKBH1	K562	GEO:GSE176968	RNA-seq on K562 cells treated with a CRISPR gRNA against ALKBH1. (ALKBH1-BGKcLV23)	Brenton Graveley, UConn	ENCODE	ENCBS103TTP,ENCBS461EJN	1,2	1	Homo sapiens	/experiments/ENCSR877JEM/	True
ENCSR481WJH	CRISPR RNA-seq			Homo sapiens HepG2 genetically modified (deletion) using CRISPR	HepG2	GEO:GSE177388	Control CRISPR gRNA against no target in HepG2 cells followed by RNA-seq. (NT_BGHcLV05)	Brenton Graveley, UConn	ENCODE	ENCBS332SEB,ENCBS901AHP	1,2	1	Homo sapiens		False
ENCSR380LKB	CRISPR RNA-seq	SUZ12	SUZ12	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens SUZ12	HepG2	GEO:GSE177394	RNA-seq on HepG2 cells treated with a CRISPR gRNA against SUZ12. (SUZ12-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS215AZA,ENCBS180VCE	2,1	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR484QEX	CRISPR RNA-seq	WBP11	WBP11	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens WBP11	HepG2	GEO:GSE177398	RNA-seq on HepG2 cells treated with a CRISPR gRNA against WBP11. (WBP11-BGHcLV22)	Brenton Graveley, UConn	ENCODE	ENCBS287XWT,ENCBS613BKP	1,2	1	Homo sapiens	/experiments/ENCSR704VPL/	True
ENCSR298AQX	CRISPR RNA-seq	CHTOP	CHTOP	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens CHTOP	HepG2	GEO:GSE177017	RNA-seq on HepG2 cells treated with a CRISPR gRNA against CHTOP. (CHTOP-BGHcLV22)	Brenton Graveley, UConn	ENCODE	ENCBS919KOR,ENCBS641NAE	1,2	1	Homo sapiens	/experiments/ENCSR704VPL/	True
ENCSR096WVE	CRISPR RNA-seq	EIF3H	EIF3H	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens EIF3H	K562	GEO:GSE176997	RNA-seq on K562 cells treated with a CRISPR gRNA against EIF3H. (EIF3H_BGKcLV04)	Brenton Graveley, UConn	ENCODE	ENCBS691KCY,ENCBS265REC	2,1	1	Homo sapiens	/experiments/ENCSR226KWO/	True
ENCSR005JBU	CRISPR RNA-seq			Homo sapiens K562 genetically modified (deletion) using CRISPR	K562	GEO:GSE176616	Control CRISPR gRNA against no target in K562 cells followed by RNA-seq. (NT-BGKcLV04-C)	Brenton Graveley, UConn	ENCODE	ENCBS981XHM,ENCBS906RHA	1,2	1	Homo sapiens		False
ENCSR200UDS	CRISPRi RNA-seq	CITED2	CITED2	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens CITED2	K562	GEO:GSE127099	RNA-seq on K562 cells treated by CRISPR interference targeting CITED2.	Michael Snyder, Stanford	ENCODE	ENCBS846JUN,ENCBS156YIS	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR046FQX	CRISPRi RNA-seq	LDB1	LDB1	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens LDB1	K562	GEO:GSE127071	RNA-seq on K562 cells treated by CRISPR interference targeting LDB1.	Michael Snyder, Stanford	ENCODE	ENCBS051SQN,ENCBS823CTS	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR058MCC	CRISPR RNA-seq	PSMA1	PSMA1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens PSMA1	K562	GEO:GSE176809	RNA-seq on K562 cells treated with a CRISPR gRNA against PSMA1. (PSMA1-BGKcLV13)	Brenton Graveley, UConn	ENCODE	ENCBS662MSX,ENCBS903RNW	1,2	1	Homo sapiens	/experiments/ENCSR712CQC/	True
ENCSR556TJU	CRISPR RNA-seq	SF3A1	SF3A1	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens SF3A1	HepG2	GEO:GSE177345	RNA-seq on HepG2 cells treated with a CRISPR gRNA against SF3A1. (SF3A1-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS239SWM,ENCBS684VDW	1,2	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR670KAS	CRISPR RNA-seq			Homo sapiens HepG2 genetically modified (deletion) using CRISPR	HepG2	GEO:GSE177732	Control CRISPR gRNA against no target in HepG2 cells followed by RNA-seq. (NT-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS742NFJ,ENCBS876GKI	2,1	1	Homo sapiens		False
ENCSR359ICP	CRISPR RNA-seq	DHX57	DHX57	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens DHX57	K562	GEO:GSE177273	RNA-seq on K562 cells treated with a CRISPR gRNA against DHX57. (DHX57-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS802JLM,ENCBS317WWB	1,2	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR963JFM	CRISPR RNA-seq	POLR2A	POLR2A	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens POLR2A	K562	GEO:GSE177950	RNA-seq on K562 cells treated with a CRISPR gRNA against POLR2A. (POLR2A-BGKcLV13)	Brenton Graveley, UConn	ENCODE	ENCBS723ITA,ENCBS500NBN	1,2	1	Homo sapiens	/experiments/ENCSR712CQC/	True
ENCSR010XIH	CRISPR RNA-seq	CIRBP	CIRBP	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens CIRBP	HepG2	GEO:GSE176643	RNA-seq on HepG2 cells treated with a CRISPR gRNA against CIRBP. (CIRBP-BGHcLV12)	Brenton Graveley, UConn	ENCODE	ENCBS035DAB,ENCBS308BII	2,1	1	Homo sapiens	/experiments/ENCSR827PII/	True
ENCSR624YDI	CRISPR RNA-seq	MAK16	MAK16	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens MAK16	HepG2	RBPImage:MAK16,GEO:GSE177607	RNA-seq on HepG2 cells treated with a CRISPR gRNA against MAK16. (MAK16-BGHcLV12)	Brenton Graveley, UConn	ENCODE	ENCBS656WSC,ENCBS833CNT	1,2	1	Homo sapiens	/experiments/ENCSR827PII/	True
ENCSR292PXV	CRISPR RNA-seq			Homo sapiens K562 genetically modified (deletion) using CRISPR	K562	GEO:GSE177008	RNA-seq on K562 cells treated with a CRISPR gRNA against NT. (NT-BGKcLV11)	Brenton Graveley, UConn	ENCODE	ENCBS390OYB,ENCBS421LRO	2,1	1	Homo sapiens		False
ENCSR226HQD	CRISPR RNA-seq	PARP1	PARP1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens PARP1	K562	GEO:GSE176747	RNA-seq on K562 cells treated with a CRISPR gRNA against PARP1. (PARP1-BGKcLV13)	Brenton Graveley, UConn	ENCODE	ENCBS022VQF,ENCBS739NVD	2,1	1	Homo sapiens	/experiments/ENCSR712CQC/	True
ENCSR772DUM	CRISPR RNA-seq			Homo sapiens K562 genetically modified (deletion) using CRISPR	K562	GEO:GSE177677	Control CRISPR gRNA against no target in K562 cells followed by RNA-seq. (NT-BGKcLV04-B)	Brenton Graveley, UConn	ENCODE	ENCBS981XHM,ENCBS906RHA	1,2	1	Homo sapiens		False
ENCSR610HJO	CRISPR RNA-seq	GSK3A	GSK3A	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens GSK3A	K562	GEO:GSE177536	RNA-seq on K562 cells treated with a CRISPR gRNA against GSK3A. (GSK3A-BGKcLV13)	Brenton Graveley, UConn	ENCODE	ENCBS963NIC,ENCBS701XJS	1,2	1	Homo sapiens	/experiments/ENCSR712CQC/	True
ENCSR202SRN	CRISPR RNA-seq	PARP1	PARP1	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens PARP1	HepG2	GEO:GSE176611	RNA-seq on HepG2 cells treated with a CRISPR gRNA against PARP1. (PARP1-BGHcLV14)	Brenton Graveley, UConn	ENCODE	ENCBS065JLX,ENCBS700LBH	1,2	1	Homo sapiens	/experiments/ENCSR750CPT/	True
ENCSR080NRY	CRISPR RNA-seq	DDX51	DDX51	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens DDX51	HepG2	GEO:GSE176953	RNA-seq on HepG2 cells treated with a CRISPR gRNA against DDX51. (DDX51-BGHcLV12)	Brenton Graveley, UConn	ENCODE	ENCBS568ITW,ENCBS889KBU	2,1	1	Homo sapiens	/experiments/ENCSR827PII/	True
ENCSR905NIK	CRISPR RNA-seq	SRSF4	SRSF4	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SRSF4	K562	GEO:GSE177796	RNA-seq on K562 cells treated with a CRISPR gRNA against SRSF4. (SRSF4-BGKcLV04-B)	Brenton Graveley, UConn	ENCODE	ENCBS578FNZ,ENCBS217XMV	2,1	1	Homo sapiens	/experiments/ENCSR772DUM/	True
ENCSR972AZD	CRISPR RNA-seq	SRSF9	SRSF9	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SRSF9	K562	GEO:GSE177977	RNA-seq on K562 cells treated with a CRISPR gRNA against SRSF9. (SRSF9-BGKcLV06)	Brenton Graveley, UConn	ENCODE	ENCBS327DJT,ENCBS375GMU	2,1	1	Homo sapiens	/experiments/ENCSR341TTW/	True
ENCSR504CPZ	CRISPR RNA-seq	NSUN4	NSUN4	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens NSUN4	HepG2	GEO:GSE177074	RNA-seq on HepG2 cells treated with a CRISPR gRNA against NSUN4. (NSUN4-BGHcLV16)	Brenton Graveley, UConn	ENCODE	ENCBS530BMR,ENCBS065VXB	1,2	1	Homo sapiens	/experiments/ENCSR964HKT/	True
ENCSR336TYW	CRISPR RNA-seq	SAFB	SAFB	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SAFB	K562	GEO:GSE177181	RNA-seq on K562 cells treated with a CRISPR gRNA against SAFB. (SAFB-BGKcLV06)	Brenton Graveley, UConn	ENCODE	ENCBS454ABX,ENCBS936RRD	2,1	1	Homo sapiens	/experiments/ENCSR341TTW/	True
ENCSR884REL	CRISPR RNA-seq	METTL3	METTL3	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens METTL3	HepG2	GEO:GSE178024	RNA-seq on HepG2 cells treated with a CRISPR gRNA against METTL3. (METTL3-BGHcLV22)	Brenton Graveley, UConn	ENCODE	ENCBS280DNN,ENCBS025VCL	2,1	1	Homo sapiens	/experiments/ENCSR704VPL/	True
ENCSR564RKL	CRISPR RNA-seq	TRA2A	TRA2A	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens TRA2A	K562	GEO:GSE177364	RNA-seq on K562 cells treated with a CRISPR gRNA against TRA2A. (TRA2A-BGKcLV11)	Brenton Graveley, UConn	ENCODE	ENCBS953RZD,ENCBS114SKJ	1,2	1	Homo sapiens	/experiments/ENCSR292PXV/	True
ENCSR989ZNZ	CRISPR RNA-seq	APEX1	APEX1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens APEX1	K562	GEO:GSE178051	RNA-seq on K562 cells treated with a CRISPR gRNA against APEX1. (APEX1-BGKcLV13)	Brenton Graveley, UConn	ENCODE	ENCBS099GWR,ENCBS298FYO	2,1	1	Homo sapiens	/experiments/ENCSR712CQC/	True
ENCSR539PFV	CRISPR RNA-seq	RPS6	RPS6	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens RPS6	K562	GEO:GSE177268	RNA-seq on K562 cells treated with a CRISPR gRNA against RPS6. (RPS6-BGKcLV13)	Brenton Graveley, UConn	ENCODE	ENCBS804XVO,ENCBS044FWN	1,2	1	Homo sapiens	/experiments/ENCSR712CQC/	True
ENCSR284SZO	CRISPR RNA-seq	EXOSC5	EXOSC5	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens EXOSC5	HepG2	GEO:GSE176996	RNA-seq on HepG2 cells treated with a CRISPR gRNA against EXOSC5. (EXOSC5-BGHcLV07)	Brenton Graveley, UConn	ENCODE	ENCBS987FUO,ENCBS743WLN	1,2	1	Homo sapiens	/experiments/ENCSR521WAI/	True
ENCSR959HPB	CRISPR RNA-seq	NOLC1	NOLC1	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens NOLC1	HepG2	GEO:GSE177945,RBPImage:NOLC1	RNA-seq on HepG2 cells treated with a CRISPR gRNA against NOLC1. (NOLC1-BGHcLV07)	Brenton Graveley, UConn	ENCODE	ENCBS347KEX,ENCBS989VXW	2,1	1	Homo sapiens	/experiments/ENCSR521WAI/	True
ENCSR846OQD	CRISPR RNA-seq	G3BP1	G3BP1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens G3BP1	K562	GEO:GSE177931	RNA-seq on K562 cells treated with a CRISPR gRNA against G3BP1. (G3BP1-BGKcLV11)	Brenton Graveley, UConn	ENCODE	ENCBS381YAF,ENCBS906TKX	2,1	1	Homo sapiens	/experiments/ENCSR292PXV/	True
ENCSR580XTY	CRISPR RNA-seq	PDCD4	PDCD4	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens PDCD4	HepG2	GEO:GSE177432	RNA-seq on HepG2 cells treated with a CRISPR gRNA against PDCD4. (PDCD4-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS924PSY,ENCBS432SFH	1,2	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR474EJY	CRISPR RNA-seq	GARS	GARS	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens GARS	HepG2	GEO:GSE177373	RNA-seq on HepG2 cells treated with a CRISPR gRNA against GARS. (GARS-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS899WLZ,ENCBS080COY	2,1	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR853AOV	CRISPR RNA-seq			Homo sapiens HepG2 genetically modified (deletion) using CRISPR	HepG2	GEO:GSE177955	Control CRISPR gRNA against no target in HepG2 cells followed by RNA-seq. (NT-BGHcLV05-B)	Brenton Graveley, UConn	ENCODE	ENCBS901AHP,ENCBS332SEB	2,1	1	Homo sapiens		False
ENCSR511QFJ	CRISPR RNA-seq	PRPF39	PRPF39	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens PRPF39	HepG2	GEO:GSE177115	RNA-seq on HepG2 cells treated with a CRISPR gRNA against PRPF39. (PRPF39-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS467XOJ,ENCBS699GAM	2,1	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR964HKT	CRISPR RNA-seq			Homo sapiens HepG2 genetically modified (deletion) using CRISPR	HepG2	GEO:GSE177952	Control CRISPR gRNA against no target in HepG2 cells followed by RNA-seq. (NT-BGHcLV16)	Brenton Graveley, UConn	ENCODE	ENCBS306SIA,ENCBS804GDX	1,2	1	Homo sapiens		False
ENCSR064VKV	CRISPR RNA-seq	ZNF574	ZNF574	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens ZNF574	K562	GEO:GSE176840	RNA-seq on K562 cells treated with a CRISPR gRNA against ZNF574. (ZNF574-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS584XDN,ENCBS357BKM	2,1	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR333OGA	CRISPR RNA-seq	GEMIN2	GEMIN2	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens GEMIN2	HepG2	GEO:GSE177171	RNA-seq on HepG2 cells treated with a CRISPR gRNA against GEMIN2. (GEMIN2-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS940CPB,ENCBS574RYJ	1,2	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR821GQN	CRISPR RNA-seq	ZNF574	ZNF574	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens ZNF574	HepG2	GEO:GSE177849	RNA-seq on HepG2 cells treated with a CRISPR gRNA against ZNF574. (ZNF574-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS278VDI,ENCBS511OGB	1,2	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR949QWR	CRISPR RNA-seq	DUS3L	DUS3L	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens DUS3L	K562	GEO:GSE177923	RNA-seq on K562 cells treated with a CRISPR gRNA against DUS3L. (DUS3L-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS692AVF,ENCBS989ODK	1,2	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR516EPT	CRISPR RNA-seq	XRCC6	XRCC6	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens XRCC6	K562	GEO:GSE177139	RNA-seq on K562 cells treated with a CRISPR gRNA against XRCC6. (XRCC6-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS626UBX,ENCBS954SAF	2,1	1	Homo sapiens	/experiments/ENCSR404OHQ/	True
ENCSR439TMT	CRISPR RNA-seq	RYBP	RYBP	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens RYBP	HepG2	GEO:GSE177237	RNA-seq on HepG2 cells treated with a CRISPR gRNA against RYBP. (RYBP-BGHcLV20)	Brenton Graveley, UConn	ENCODE	ENCBS164VMA,ENCBS537DVW	2,1	1	Homo sapiens	/experiments/ENCSR306EWE/	True
ENCSR428WVZ	CRISPR RNA-seq	DICER1	DICER1	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens DICER1	HepG2	GEO:GSE177212	RNA-seq on HepG2 cells treated with a CRISPR gRNA against DICER1. (DICER1-BGHcLV16)	Brenton Graveley, UConn	ENCODE	ENCBS548VNU,ENCBS384YKN	1,2	1	Homo sapiens	/experiments/ENCSR964HKT/	True
