File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF545WSK	bam	bam		alignments	GRCh38	ENCSR840JRU	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6631/'], '@type': ['Target', 'Item'], 'name': 'SNRPC-human', 'label': 'SNRPC', '@id': '/targets/SNRPC-human/', 'title': 'SNRPC (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '81a3e32f-25ee-46b7-8252-be7b13947f8f', 'status': 'released'}				SNRPC-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF598IDH/, /files/ENCFF525VQG/, /files/ENCFF013GFT/	6477363523	ENCODE Processing Pipeline	39838eb2a92480a1917fa8eacb57e29a		https://www.encodeproject.org/files/ENCFF545WSK/@@download/ENCFF545WSK.bam	V29			released	s3://encode-public/2021/04/22/688f4e78-86da-4616-8d93-f2548e693cab/ENCFF545WSK.bam	ENCODE4 v1.2.3 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF796IWF	bam	bam		transcriptome alignments	GRCh38	ENCSR781XJD	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:ZNF143'], 'aliases': ['michael-snyder:TS-1584'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7702/'], '@type': ['Target', 'Item'], 'label': 'ZNF143', 'title': 'ZNF143 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3d9d86db-e020-46f4-a216-4e0b5a0bc82b', 'schema_version': '14', 'name': 'ZNF143-human', '@id': '/targets/ZNF143-human/', 'status': 'released'}				ZNF143-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF598IDH/, /files/ENCFF576ZNK/, /files/ENCFF712VVE/	6707280249	ENCODE Processing Pipeline	504e8adc8f2c6712790112b4d89f4489		https://www.encodeproject.org/files/ENCFF796IWF/@@download/ENCFF796IWF.bam	V29			released	s3://encode-public/2021/02/28/181c8b69-d534-4541-bb2c-57b4447698dc/ENCFF796IWF.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF590UZI	bam	bam		alignments	GRCh38	ENCSR781XJD	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:ZNF143'], 'aliases': ['michael-snyder:TS-1584'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7702/'], '@type': ['Target', 'Item'], 'label': 'ZNF143', 'title': 'ZNF143 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3d9d86db-e020-46f4-a216-4e0b5a0bc82b', 'schema_version': '14', 'name': 'ZNF143-human', '@id': '/targets/ZNF143-human/', 'status': 'released'}				ZNF143-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF598IDH/, /files/ENCFF704ZFM/, /files/ENCFF295ZGG/	6960370788	ENCODE Processing Pipeline	cc27a5bce6efd0a3dc6e29893707e716		https://www.encodeproject.org/files/ENCFF590UZI/@@download/ENCFF590UZI.bam	V29			released	s3://encode-public/2021/02/28/b24c7b4d-d59f-469e-8a22-ed5cd0fe591e/ENCFF590UZI.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF520SCD	bam	bam		transcriptome alignments	GRCh38	ENCSR781XJD	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:ZNF143'], 'aliases': ['michael-snyder:TS-1584'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7702/'], '@type': ['Target', 'Item'], 'label': 'ZNF143', 'title': 'ZNF143 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3d9d86db-e020-46f4-a216-4e0b5a0bc82b', 'schema_version': '14', 'name': 'ZNF143-human', '@id': '/targets/ZNF143-human/', 'status': 'released'}				ZNF143-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF598IDH/, /files/ENCFF704ZFM/, /files/ENCFF295ZGG/	7537884710	ENCODE Processing Pipeline	0ef9a3554d0a8d0fdef9596238c555d6		https://www.encodeproject.org/files/ENCFF520SCD/@@download/ENCFF520SCD.bam	V29			released	s3://encode-public/2021/02/28/3a39da7d-0339-44dc-b71b-cd3736898650/ENCFF520SCD.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF023TKQ	bam	bam		alignments	GRCh38	ENCSR781XJD	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:ZNF143'], 'aliases': ['michael-snyder:TS-1584'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7702/'], '@type': ['Target', 'Item'], 'label': 'ZNF143', 'title': 'ZNF143 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3d9d86db-e020-46f4-a216-4e0b5a0bc82b', 'schema_version': '14', 'name': 'ZNF143-human', '@id': '/targets/ZNF143-human/', 'status': 'released'}				ZNF143-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF598IDH/, /files/ENCFF576ZNK/, /files/ENCFF712VVE/	6492280913	ENCODE Processing Pipeline	c631c65a70b5a90076d8a6e10f59e795		https://www.encodeproject.org/files/ENCFF023TKQ/@@download/ENCFF023TKQ.bam	V29			released	s3://encode-public/2021/02/28/90608a3b-a711-4549-b495-dacf70f7cad2/ENCFF023TKQ.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF607JUE	bam	bam		alignments	GRCh38	ENCSR267BHU	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55893/'], '@type': ['Target', 'Item'], 'name': 'ZNF395-human', 'label': 'ZNF395', '@id': '/targets/ZNF395-human/', 'title': 'ZNF395 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '629f493a-59ec-4814-9c6c-1815f14b8776', 'status': 'released'}				ZNF395-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF321POK/, /files/ENCFF619KHH/, /files/ENCFF598IDH/	9188597398	ENCODE Processing Pipeline	278c6eb88efaf043965fafe423f25c8c		https://www.encodeproject.org/files/ENCFF607JUE/@@download/ENCFF607JUE.bam	V29			released	s3://encode-public/2021/03/08/7b62dd61-7a8e-430f-8041-929e3c74d159/ENCFF607JUE.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF975ZAC	bam	bam		transcriptome alignments	GRCh38	ENCSR267BHU	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55893/'], '@type': ['Target', 'Item'], 'name': 'ZNF395-human', 'label': 'ZNF395', '@id': '/targets/ZNF395-human/', 'title': 'ZNF395 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '629f493a-59ec-4814-9c6c-1815f14b8776', 'status': 'released'}				ZNF395-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF321POK/, /files/ENCFF619KHH/, /files/ENCFF598IDH/	11455950227	ENCODE Processing Pipeline	19cd93072e96fe26848751d9a65d8efd		https://www.encodeproject.org/files/ENCFF975ZAC/@@download/ENCFF975ZAC.bam	V29			released	s3://encode-public/2021/03/08/b393cce3-a030-4ad7-a3fe-5c55310a4bc3/ENCFF975ZAC.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF911RMM	bam	bam		alignments	GRCh38	ENCSR267BHU	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55893/'], '@type': ['Target', 'Item'], 'name': 'ZNF395-human', 'label': 'ZNF395', '@id': '/targets/ZNF395-human/', 'title': 'ZNF395 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '629f493a-59ec-4814-9c6c-1815f14b8776', 'status': 'released'}				ZNF395-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF280EUE/, /files/ENCFF598IDH/, /files/ENCFF623PPO/	5616936230	ENCODE Processing Pipeline	cd4edf41d29281165a6195f8d82c88d1		https://www.encodeproject.org/files/ENCFF911RMM/@@download/ENCFF911RMM.bam	V29			released	s3://encode-public/2021/03/08/fc03d548-3cd4-45e5-a630-20f46b846f45/ENCFF911RMM.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF587VQS	bam	bam		transcriptome alignments	GRCh38	ENCSR267BHU	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55893/'], '@type': ['Target', 'Item'], 'name': 'ZNF395-human', 'label': 'ZNF395', '@id': '/targets/ZNF395-human/', 'title': 'ZNF395 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '629f493a-59ec-4814-9c6c-1815f14b8776', 'status': 'released'}				ZNF395-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF280EUE/, /files/ENCFF598IDH/, /files/ENCFF623PPO/	6648297249	ENCODE Processing Pipeline	d96ca518427811adf24db254ce304fdc		https://www.encodeproject.org/files/ENCFF587VQS/@@download/ENCFF587VQS.bam	V29			released	s3://encode-public/2021/03/08/83034e19-294c-42f9-a587-84208bc6a98c/ENCFF587VQS.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF294QDV	bam	bam		alignments	GRCh38	ENCSR850LOZ	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:GATA1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2623/'], '@type': ['Target', 'Item'], 'label': 'GATA1', 'title': 'GATA1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f9a8f3bb-0a36-4cc8-ae0a-1b3487f5e18a', 'schema_version': '14', 'name': 'GATA1-human', '@id': '/targets/GATA1-human/', 'status': 'released'}				GATA1-human	RNA					unstranded	2017-11-20	ENCODE			>200	2	2_1		101					/files/ENCFF819MUB/, /files/ENCFF598IDH/, /files/ENCFF032DDJ/	8733450926	ENCODE Processing Pipeline	a3f01bb2946e9f580f2df1f85c0fdada		https://www.encodeproject.org/files/ENCFF294QDV/@@download/ENCFF294QDV.bam	V29			released	s3://encode-public/2021/02/28/4cd70a31-ed22-4b15-8543-bd7fe901a474/ENCFF294QDV.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF070UEX	bam	bam		transcriptome alignments	GRCh38	ENCSR850LOZ	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:GATA1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2623/'], '@type': ['Target', 'Item'], 'label': 'GATA1', 'title': 'GATA1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f9a8f3bb-0a36-4cc8-ae0a-1b3487f5e18a', 'schema_version': '14', 'name': 'GATA1-human', '@id': '/targets/GATA1-human/', 'status': 'released'}				GATA1-human	RNA					unstranded	2017-11-20	ENCODE			>200	1	1_1		101					/files/ENCFF598IDH/, /files/ENCFF721APQ/, /files/ENCFF683GZZ/	7696511761	ENCODE Processing Pipeline	b6673787c321053bd72f81f72a38bd13		https://www.encodeproject.org/files/ENCFF070UEX/@@download/ENCFF070UEX.bam	V29			released	s3://encode-public/2021/02/28/c2040d05-8edd-4b9a-a6fb-e1194cac115c/ENCFF070UEX.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF110DEJ	bam	bam		transcriptome alignments	GRCh38	ENCSR850LOZ	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:GATA1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2623/'], '@type': ['Target', 'Item'], 'label': 'GATA1', 'title': 'GATA1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f9a8f3bb-0a36-4cc8-ae0a-1b3487f5e18a', 'schema_version': '14', 'name': 'GATA1-human', '@id': '/targets/GATA1-human/', 'status': 'released'}				GATA1-human	RNA					unstranded	2017-11-20	ENCODE			>200	2	2_1		101					/files/ENCFF819MUB/, /files/ENCFF598IDH/, /files/ENCFF032DDJ/	9775884342	ENCODE Processing Pipeline	3e06426dfaf8d658179cd5f22820e3d9		https://www.encodeproject.org/files/ENCFF110DEJ/@@download/ENCFF110DEJ.bam	V29			released	s3://encode-public/2021/02/28/d995c14b-b310-47f0-8e57-f33d836a46c2/ENCFF110DEJ.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF341WKY	bam	bam		alignments	GRCh38	ENCSR850LOZ	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:GATA1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2623/'], '@type': ['Target', 'Item'], 'label': 'GATA1', 'title': 'GATA1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f9a8f3bb-0a36-4cc8-ae0a-1b3487f5e18a', 'schema_version': '14', 'name': 'GATA1-human', '@id': '/targets/GATA1-human/', 'status': 'released'}				GATA1-human	RNA					unstranded	2017-11-20	ENCODE			>200	1	1_1		101					/files/ENCFF598IDH/, /files/ENCFF721APQ/, /files/ENCFF683GZZ/	6543353460	ENCODE Processing Pipeline	2824c5a0369b99f43ec1941881a75b56		https://www.encodeproject.org/files/ENCFF341WKY/@@download/ENCFF341WKY.bam	V29			released	s3://encode-public/2021/02/28/39cb05a8-751b-44b4-bbf5-3561bd32a83b/ENCFF341WKY.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF022JZX	bam	bam		transcriptome alignments	GRCh38	ENCSR963JFM	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:POLR2A'], 'aliases': ['michael-snyder:TS-2018'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5430/'], '@type': ['Target', 'Item'], 'label': 'POLR2A', 'title': 'POLR2A (Homo sapiens)', 'investigated_as': ['RNA polymerase complex'], 'uuid': 'be79f3d1-4f34-42b3-a5b7-c42823169543', 'schema_version': '14', 'name': 'POLR2A-human', '@id': '/targets/POLR2A-human/', 'status': 'released'}				POLR2A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-10-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF598IDH/, /files/ENCFF750PSL/, /files/ENCFF818PEK/	6487421767	ENCODE Processing Pipeline	69dff82e7d11b790d5b6491ddd56e13a		https://www.encodeproject.org/files/ENCFF022JZX/@@download/ENCFF022JZX.bam	V29			released	s3://encode-public/2020/09/17/a122332b-3224-40fc-a8b5-00f71aee2766/ENCFF022JZX.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF975EVX	bam	bam		alignments	GRCh38	ENCSR963JFM	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:POLR2A'], 'aliases': ['michael-snyder:TS-2018'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5430/'], '@type': ['Target', 'Item'], 'label': 'POLR2A', 'title': 'POLR2A (Homo sapiens)', 'investigated_as': ['RNA polymerase complex'], 'uuid': 'be79f3d1-4f34-42b3-a5b7-c42823169543', 'schema_version': '14', 'name': 'POLR2A-human', '@id': '/targets/POLR2A-human/', 'status': 'released'}				POLR2A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-10-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF966KQW/, /files/ENCFF598IDH/, /files/ENCFF773VCA/	2819089923	ENCODE Processing Pipeline	00c637be7f3366a542022c9ca0f4ba66		https://www.encodeproject.org/files/ENCFF975EVX/@@download/ENCFF975EVX.bam	V29			released	s3://encode-public/2020/09/17/81bc9cf7-3b3d-41cf-8615-16a7997b3ed1/ENCFF975EVX.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF025PHV	bam	bam		transcriptome alignments	GRCh38	ENCSR963JFM	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:POLR2A'], 'aliases': ['michael-snyder:TS-2018'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5430/'], '@type': ['Target', 'Item'], 'label': 'POLR2A', 'title': 'POLR2A (Homo sapiens)', 'investigated_as': ['RNA polymerase complex'], 'uuid': 'be79f3d1-4f34-42b3-a5b7-c42823169543', 'schema_version': '14', 'name': 'POLR2A-human', '@id': '/targets/POLR2A-human/', 'status': 'released'}				POLR2A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-10-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF966KQW/, /files/ENCFF598IDH/, /files/ENCFF773VCA/	4653342492	ENCODE Processing Pipeline	7bbae7b0a943fcf90827d2a88e1d2744		https://www.encodeproject.org/files/ENCFF025PHV/@@download/ENCFF025PHV.bam	V29			released	s3://encode-public/2020/09/17/4bc7f63e-02de-4420-82bc-d5a1811a2639/ENCFF025PHV.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF425APA	bam	bam		alignments	GRCh38	ENCSR963JFM	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:POLR2A'], 'aliases': ['michael-snyder:TS-2018'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5430/'], '@type': ['Target', 'Item'], 'label': 'POLR2A', 'title': 'POLR2A (Homo sapiens)', 'investigated_as': ['RNA polymerase complex'], 'uuid': 'be79f3d1-4f34-42b3-a5b7-c42823169543', 'schema_version': '14', 'name': 'POLR2A-human', '@id': '/targets/POLR2A-human/', 'status': 'released'}				POLR2A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-10-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF598IDH/, /files/ENCFF750PSL/, /files/ENCFF818PEK/	3936165432	ENCODE Processing Pipeline	bc75c4a28e927059ef9df21a6121087f		https://www.encodeproject.org/files/ENCFF425APA/@@download/ENCFF425APA.bam	V29			released	s3://encode-public/2020/09/17/d61de3c1-bf93-4522-b459-d35b8455c547/ENCFF425APA.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
